Date,Apple,AMD,Amazon,Bed Bath and Beyond,Berkshire Hathaway,Capital One,Dish,Ford,IBM,Microsoft,Netflix,Norfolk Southern,Nvidia,Sirius XM,WIX
20-11-2013,18.39285659790039,3.4200000762939453,18.12849998474121,76.37000274658203,172480.0,68.80000305175781,49.290000915527344,16.920000076293945,177.04588317871094,37.08000183105469,48.50285720825195,49.5,3.802500009536743,3.630000114440918,18.40999984741211
21-11-2013,18.61214256286621,3.369999885559082,18.44599914550781,76.83999633789062,174621.0,69.62999725341797,50.09999847412109,17.09000015258789,176.03250122070312,37.400001525878906,49.78571319580078,49.880001068115234,3.8324999809265137,3.640000104904175,18.299999237060547
22-11-2013,18.564285278320312,3.3399999141693115,18.61549949645996,77.45999908447266,174850.0,69.61000061035156,52.209999084472656,17.010000228881836,173.32696533203125,37.56999969482422,49.69285583496094,50.880001068115234,3.795000076293945,3.680000066757202,18.170000076293945
25-11-2013,18.70499992370605,3.390000104904175,18.832000732421875,77.72000122070312,173311.0,70.41000366210938,52.0,16.940000534057617,171.07073974609375,37.63999938964844,50.03428649902344,51.86000061035156,3.877500057220459,3.660000085830689,18.299999237060547
26-11-2013,19.049999237060547,3.450000047683716,19.068500518798828,78.58000183105469,174840.0,70.80999755859375,54.060001373291016,16.8700008392334,169.51242065429688,37.34999847412109,50.74285888671875,51.27000045776367,3.910000085830689,3.680000066757202,18.209999084472656
27-11-2013,19.498571395874023,3.559999942779541,19.33550071716309,78.30000305175781,174625.0,71.51000213623047,54.290000915527344,17.030000686645508,171.09942626953125,37.59999847412109,51.78428649902344,52.869998931884766,3.924999952316284,3.690000057220459,19.530000686645508
29-11-2013,19.859643936157227,3.640000104904175,19.68099975585937,78.02999877929688,174750.0,71.62999725341797,54.15999984741211,17.079999923706055,171.7781982421875,38.130001068115234,52.25714111328125,53.34999847412109,3.900000095367432,3.7699999809265137,20.5
02-12-2013,19.686786651611328,3.660000085830689,19.614999771118164,78.0,172940.0,72.0999984741211,53.84000015258789,17.059999465942383,169.67495727539062,38.45000076293945,51.98857116699219,51.220001220703125,3.9375,3.7699999809265137,22.940000534057617
03-12-2013,20.2257137298584,3.619999885559082,19.232999801635746,78.13999938964844,172131.0,71.62999725341797,53.72999954223633,16.559999465942383,168.33651733398438,38.310001373291016,51.84857177734375,50.060001373291016,3.934999942779541,3.740000009536743,22.06999969482422
04-12-2013,20.178571701049805,3.569999933242798,19.29800033569336,77.02999877929688,173500.0,72.3499984741211,53.560001373291016,16.6200008392334,168.011474609375,38.93999862670898,50.89571380615234,50.34999847412109,3.990000009536743,3.7200000286102295,21.030000686645508
05-12-2013,20.28214263916016,3.640000104904175,19.22450065612793,77.19000244140625,173000.0,71.94000244140625,54.09000015258789,16.739999771118164,168.33651733398438,38.0,51.15142822265625,49.790000915527344,3.924999952316284,3.690000057220459,21.93000030517578
06-12-2013,20.000713348388672,3.660000085830689,19.34749984741211,78.12999725341797,174940.0,72.5999984741211,54.77000045776367,16.700000762939453,169.85659790039062,38.36000061035156,50.63428497314453,50.41999816894531,3.867500066757202,3.690000057220459,23.88999938964844
09-12-2013,20.229642868041992,3.630000114440918,19.24449920654297,77.68000030517578,175700.0,73.0,54.63999938964844,16.559999465942383,169.6558380126953,38.709999084472656,50.810001373291016,50.45000076293945,3.802500009536743,3.680000066757202,24.63999938964844
10-12-2013,20.198213577270508,3.7200000286102295,19.388999938964844,78.01000213623047,173470.0,72.81999969482422,54.43999862670898,16.530000686645508,169.33078002929688,38.11000061035156,51.871429443359375,50.27000045776367,3.890000104904175,3.5999999046325684,25.190000534057617
11-12-2013,20.04857063293457,3.680000066757202,19.10950088500977,77.23999786376953,171630.0,71.86000061035156,53.7599983215332,16.40999984741211,167.49522399902344,37.61000061035156,51.99714279174805,49.81999969482422,3.8524999618530273,3.5,24.989999771118164
12-12-2013,20.019285202026367,3.690000057220459,19.0625,76.5199966430664,171500.0,71.4800033569336,53.02999877929688,16.389999389648438,165.74569702148438,37.220001220703125,53.332855224609375,50.34000015258789,3.777499914169312,3.470000028610229,23.959999084472656
13-12-2013,19.801071166992188,3.690000057220459,19.21199989318848,76.5199966430664,171100.0,71.47000122070312,53.290000915527344,16.59000015258789,165.2007598876953,36.68999862670898,52.709999084472656,49.93999862670898,3.755000114440918,3.5299999713897705,24.229999542236328
16-12-2013,19.91071319580078,3.5899999141693115,19.44849967956543,76.80999755859375,171139.0,72.18000030517578,53.63999938964844,16.860000610351562,170.0286865234375,36.88999938964844,52.33000183105469,49.93000030517578,3.759999990463257,3.5199999809265137,25.90999984741211
17-12-2013,19.82107162475586,3.650000095367432,19.38249969482422,76.94999694824219,170420.0,71.79000091552734,54.9900016784668,16.700000762939453,168.0305938720703,36.52000045776367,53.5528564453125,50.040000915527344,3.777499914169312,3.4200000762939453,27.6200008392334
18-12-2013,19.67035675048828,3.650000095367432,19.79800033569336,78.45999908447266,174250.0,73.44999694824219,55.290000915527344,15.649999618530272,170.84129333496094,36.58000183105469,53.74856948852539,48.959999084472656,3.829999923706055,3.470000028610229,27.920000076293945
19-12-2013,19.44499969482422,3.650000095367432,19.75950050354004,77.5199966430664,174649.0,73.63999938964844,55.83000183105469,15.300000190734863,172.29444885253906,36.25,53.81999969482422,49.0,3.8450000286102295,3.430000066757202,26.8700008392334
20-12-2013,19.60785675048828,3.690000057220459,20.11000061035156,77.41000366210938,175600.0,74.7300033569336,56.4900016784668,15.420000076293944,172.10325622558594,36.79999923706055,53.66714477539063,50.04999923706055,3.922499895095825,3.5199999809265137,27.959999084472656
23-12-2013,20.3603572845459,3.75,20.145999908447266,78.41999816894531,175898.0,75.01000213623047,56.59999847412109,15.149999618530272,174.216064453125,36.619998931884766,54.36857223510742,50.540000915527344,3.944999933242798,3.5199999809265137,27.739999771118164
24-12-2013,20.273929595947266,3.7699999809265137,19.959999084472656,78.6500015258789,176010.0,75.37999725341797,57.25,15.1899995803833,175.1625213623047,37.08000183105469,54.05571365356445,50.84999847412109,3.954999923706055,3.5999999046325684,27.81999969482422
26-12-2013,20.13928604125977,3.799999952316284,20.21949958801269,79.52999877929688,176900.0,75.87999725341797,57.61000061035156,15.329999923706056,177.1988525390625,37.43999862670898,53.84714126586914,51.0,3.9175000190734863,3.5899999141693115,28.489999771118164
27-12-2013,20.00321388244629,3.7799999713897705,19.90399932861328,79.31999969482422,177160.0,75.77999877929688,57.68000030517578,15.300000190734863,176.9407196044922,37.290000915527344,52.5,50.9900016784668,3.940000057220459,3.5199999809265137,28.15999984741211
30-12-2013,19.80428504943848,3.849999904632568,19.668500900268555,80.12999725341797,177069.0,75.81999969482422,57.72999954223633,15.279999732971191,178.2122344970703,37.290000915527344,52.42714309692383,50.650001525878906,3.992500066757202,3.509999990463257,27.770000457763672
31-12-2013,20.03642845153809,3.869999885559082,19.93950080871582,80.30000305175781,177900.0,76.61000061035156,57.91999816894531,15.43000030517578,179.32122802734375,37.40999984741211,52.5957145690918,50.9900016784668,4.005000114440918,3.490000009536743,26.850000381469727
02-01-2014,19.754642486572266,3.950000047683716,19.898500442504883,80.02999877929688,176320.0,77.25,57.75,15.4399995803833,177.37094116210938,37.15999984741211,51.83142852783203,50.93000030517578,3.964999914169312,3.5,25.780000686645508
03-01-2014,19.320714950561523,4.0,19.82200050354004,80.4800033569336,176336.0,77.33999633789062,57.79999923706055,15.510000228881836,178.43212890625,36.90999984741211,51.871429443359375,50.619998931884766,3.9175000190734863,3.569999933242798,25.030000686645508
06-01-2014,19.426071166992188,4.130000114440918,19.68149948120117,79.1500015258789,174500.0,76.58999633789062,57.86000061035156,15.579999923706056,177.8202667236328,36.130001068115234,51.36714172363281,50.630001068115234,3.9700000286102295,3.829999923706055,24.43000030517578
07-01-2014,19.28714370727539,4.179999828338623,19.901500701904297,79.20999908447266,174195.0,77.27999877929688,56.93000030517578,15.380000114440918,181.3671112060547,36.40999984741211,48.5,50.58000183105469,4.034999847412109,3.859999895095825,24.049999237060547
08-01-2014,19.40928649902344,4.179999828338623,20.09600067138672,79.68000030517578,173284.0,77.8499984741211,57.959999084472656,15.539999961853027,179.70362854003906,35.7599983215332,48.71285629272461,49.70000076293945,4.090000152587891,3.7699999809265137,24.299999237060547
09-01-2014,19.16142845153809,4.090000152587891,20.050500869750977,69.75,172965.0,77.8499984741211,56.47999954223633,15.84000015258789,179.1395721435547,35.529998779296875,48.150001525878906,49.72999954223633,3.9375,3.7899999618530273,26.059999465942383
10-01-2014,19.033571243286133,4.170000076293945,19.882999420166016,69.94000244140625,172540.0,78.0199966430664,57.209999084472656,16.06999969482422,179.0248565673828,36.040000915527344,47.44857025146485,49.31999969482422,3.932499885559082,3.700000047683716,26.450000762939453
13-01-2014,19.133214950561523,4.130000114440918,19.548999786376957,68.30000305175781,170893.0,76.37000274658203,55.95000076293945,16.110000610351562,176.06118774414062,34.97999954223633,48.11571502685547,49.060001373291016,3.839999914169312,3.670000076293945,26.88999938964844
14-01-2014,19.51392936706543,4.300000190734863,19.87700080871582,66.69000244140625,172250.0,77.36000061035156,56.11000061035156,16.399999618530273,177.74378967285156,35.779998779296875,48.27999877929688,49.61000061035156,3.9600000381469727,3.670000076293945,27.38999938964844
15-01-2014,19.90571403503418,4.46999979019165,19.793500900268555,67.33999633789062,173665.0,77.02999877929688,56.630001068115234,16.700000762939453,179.48374938964844,36.7599983215332,47.1971435546875,50.15999984741211,4.002500057220459,3.690000057220459,27.43000030517578
16-01-2014,19.79464340209961,4.380000114440918,19.790000915527344,67.1500015258789,172773.0,76.44000244140625,55.36000061035156,16.729999542236328,180.4588928222656,36.88999938964844,47.38285827636719,49.91999816894531,4.014999866485596,3.670000076293945,27.57999992370605
17-01-2014,19.309642791748047,4.179999828338623,19.980499267578125,66.05000305175781,172350.0,72.38999938964844,54.84999847412109,16.520000457763672,181.73040771484372,36.380001068115234,47.1485710144043,48.95000076293945,3.997499942779541,3.7200000286102295,28.450000762939453
21-01-2014,19.609643936157227,4.170000076293945,20.352500915527344,66.05000305175781,172500.0,72.61000061035156,54.09999847412109,16.40999984741211,180.14340209960938,36.16999816894531,46.95857238769531,48.72999954223633,4.012499809265137,3.7100000381469727,28.850000381469727
22-01-2014,19.696786880493164,3.670000076293945,20.226999282836918,65.12999725341797,172895.0,72.6500015258789,56.630001068115234,16.549999237060547,174.2351837158203,35.93000030517578,47.67571258544922,48.959999084472656,4.007500171661377,3.740000009536743,29.5
23-01-2014,19.863571166992188,3.619999885559082,19.99349975585937,65.66999816894531,170310.0,71.54000091552734,55.310001373291016,16.43000030517578,174.69407653808594,36.060001373291016,55.53142929077149,48.58000183105469,3.992500066757202,3.7200000286102295,30.06999969482422
24-01-2014,19.502500534057617,3.470000028610229,19.3799991607666,64.58999633789062,168500.0,70.56999969482422,54.59999847412109,15.829999923706056,171.73995971679688,36.810001373291016,55.1542854309082,48.22999954223633,3.890000104904175,3.640000104904175,28.32999992370605
27-01-2014,19.66071319580078,3.4100000858306885,19.31399917602539,64.31999969482422,168210.0,69.94999694824219,54.77999877929688,15.710000038146973,170.07647705078125,36.02999877929688,54.46142959594727,48.61000061035156,3.865000009536743,3.660000085830689,27.09000015258789
28-01-2014,18.08928680419922,3.539999961853028,19.72150039672852,65.08999633789062,169212.0,70.87000274658203,55.400001525878906,15.720000267028809,169.07266235351562,36.27000045776367,58.11000061035156,48.43999862670898,3.902499914169312,3.630000114440918,27.549999237060547
29-01-2014,17.883928298950195,3.4800000190734863,19.209999084472656,64.3499984741211,168748.0,69.87000274658203,55.4900016784668,15.260000228881836,168.64244079589844,36.65999984741211,57.202857971191406,48.290000915527344,3.865000009536743,3.5899999141693115,26.989999771118164
30-01-2014,17.849285125732422,3.4800000190734863,20.15049934387207,64.0999984741211,170450.0,70.95999908447266,56.47999954223633,15.25,169.5602264404297,36.86000061035156,57.810001373291016,48.5099983215332,3.930000066757202,3.5999999046325684,27.90999984741211
31-01-2014,17.878570556640625,3.430000066757202,17.934499740600586,63.84999847412109,169511.0,70.61000061035156,56.380001068115234,14.960000038146973,168.91014099121094,37.84000015258789,58.47571563720703,49.5,3.924999952316284,3.5799999237060547,28.65999984741211
03-02-2014,17.911785125732422,3.3299999237060547,17.3075008392334,62.68000030517578,165265.0,68.87000274658203,54.59999847412109,14.550000190734863,165.29637145996094,36.47999954223633,57.76856994628906,49.29999923706055,3.872499942779541,3.549999952316284,27.01000022888184
04-02-2014,18.171070098876957,3.369999885559082,17.397499084472656,63.72999954223633,164817.0,68.72000122070312,56.58000183105469,14.869999885559082,165.23899841308594,36.34999847412109,57.98714447021485,48.61000061035156,3.8949999809265137,3.5199999809265137,26.21999931335449
05-02-2014,18.306785583496094,3.309999942779541,17.322500228881836,63.04999923706055,164075.0,68.66000366210938,57.2599983215332,14.729999542236328,166.5774383544922,35.81999969482422,57.77428436279297,51.25,3.859999895095825,3.430000066757202,25.290000915527344
06-02-2014,18.30392837524414,3.4100000858306885,17.72949981689453,64.0,166000.0,69.91999816894531,57.2599983215332,14.850000381469728,166.988525390625,36.18000030517578,58.272857666015625,51.91999816894531,3.910000085830689,3.450000047683716,25.57999992370605
07-02-2014,18.559999465942383,3.470000028610229,18.054000854492188,64.11000061035156,169010.0,71.4000015258789,56.79999923706055,14.970000267028809,169.45506286621094,36.560001373291016,61.42571258544922,52.81999969482422,3.9674999713897705,3.490000009536743,28.13999938964844
10-02-2014,18.89249992370605,3.630000114440918,18.043500900268555,64.30999755859375,169120.0,71.37000274658203,57.02000045776367,14.84000015258789,169.3498992919922,36.79999923706055,61.49142837524414,51.88999938964844,3.9800000190734863,3.490000009536743,28.51000022888184
11-02-2014,19.141429901123047,3.700000047683716,18.089500427246094,64.23999786376953,170515.0,71.26000213623047,57.06999969482422,14.960000038146973,171.7973175048828,37.16999816894531,61.99856948852539,52.08000183105469,4.0625,3.569999933242798,29.770000457763672
12-02-2014,19.13999938964844,3.690000057220459,17.462499618530273,64.58999633789062,170140.0,71.66000366210938,57.5099983215332,15.0,172.31358337402344,37.470001220703125,61.27571487426758,52.13999938964844,4.207499980926514,3.559999942779541,29.809999465942383
13-02-2014,19.44392967224121,3.700000047683716,17.860000610351562,64.93000030517578,172222.0,72.37000274658203,58.31999969482422,15.079999923706056,173.8432159423828,37.61000061035156,62.36428451538086,52.619998931884766,4.340000152587891,3.509999990463257,29.450000762939453
14-02-2014,19.42821311950684,3.690000057220459,17.86750030517578,65.95999908447266,172425.0,72.4000015258789,56.900001525878906,15.239999771118164,175.6118621826172,37.619998931884766,62.21571350097656,52.310001373291016,4.477499961853027,3.559999942779541,29.040000915527344
18-02-2014,19.499643325805664,3.700000047683716,17.6825008392334,65.69000244140625,172292.0,72.41999816894531,57.09000015258789,15.390000343322754,175.13385009765625,37.41999816894531,62.40714263916016,51.93999862670898,4.474999904632568,3.5799999237060547,28.280000686645508
19-02-2014,19.19178581237793,3.7200000286102295,17.368999481201172,65.48999786376953,170080.0,70.94999694824219,56.52000045776367,15.25,174.90440368652344,37.5099983215332,61.17571258544922,51.77999877929688,4.534999847412109,3.569999933242798,27.940000534057617
20-02-2014,18.96964263916016,3.690000057220459,17.489999771118164,65.12999725341797,169844.0,70.83999633789062,57.06999969482422,15.270000457763672,176.1567840576172,37.75,62.13571548461914,50.79999923706055,4.695000171661377,3.5999999046325684,28.979999542236328
21-02-2014,18.758928298950195,3.690000057220459,17.33799934387207,64.98999786376953,170120.0,70.97000122070312,57.91999816894531,15.15999984741211,174.75143432617188,37.97999954223633,61.74714279174805,51.150001525878906,4.659999847412109,3.609999895095825,29.350000381469727
24-02-2014,18.8410701751709,3.7100000381469727,17.589000701904297,65.98999786376953,170006.0,71.7300033569336,57.369998931884766,15.18000030517578,175.38241577148438,37.68999862670898,63.85714340209961,50.65999984741211,4.727499961853027,3.5899999141693115,29.1200008392334
25-02-2014,18.645000457763672,3.690000057220459,17.916000366210938,67.19000244140625,170721.0,71.04000091552734,57.43000030517578,15.149999618530272,175.17208862304688,37.540000915527344,64.71857452392578,49.4900016784668,4.684999942779541,3.5799999237060547,31.229999542236328
26-02-2014,18.47678565979004,3.700000047683716,17.989999771118164,68.13999938964844,170473.0,71.33000183105469,57.34000015258789,15.260000228881836,175.965576171875,37.470001220703125,64.11285400390625,49.5099983215332,4.677499771118164,3.569999933242798,31.209999084472656
27-02-2014,18.84535789489746,3.7100000381469727,18.006500244140625,67.4000015258789,171730.0,72.62000274658203,57.2400016784668,15.390000343322754,177.12237548828125,37.86000061035156,64.60428619384766,49.34000015258789,4.625,3.609999895095825,31.31999969482422
28-02-2014,18.794286727905277,3.7100000381469727,18.104999542236328,67.81999969482422,173708.0,73.43000030517578,58.84000015258789,15.390000343322754,177.02676391601562,38.310001373291016,63.66143035888672,49.91999816894531,4.59499979019165,3.609999895095825,30.899999618530277
03-03-2014,18.84857177734375,3.670000076293945,17.98900032043457,67.86000061035156,174500.0,72.23999786376953,58.880001068115234,15.199999809265137,176.1567840576172,37.77999877929688,63.65571212768555,50.900001525878906,4.572500228881836,3.569999933242798,29.88999938964844
04-03-2014,18.972856521606445,3.700000047683716,18.19499969482422,68.0199966430664,177989.0,73.66999816894531,59.560001373291016,15.369999885559082,178.2409210205078,38.40999984741211,64.99714660644531,50.93999862670898,4.619999885559082,3.5899999141693115,30.34000015258789
05-03-2014,19.01285743713379,3.7100000381469727,18.61849975585937,68.7699966430664,178655.0,74.36000061035156,60.47999954223633,15.630000114440918,178.91014099121094,38.11000061035156,64.78571319580078,51.45000076293945,4.659999847412109,3.549999952316284,29.21999931335449
06-03-2014,18.95535659790039,3.7300000190734863,18.607999801635746,68.26000213623047,182175.0,75.02999877929688,62.150001525878906,15.670000076293944,179.3881378173828,38.150001525878906,64.35857391357422,52.59000015258789,4.59499979019165,3.559999942779541,29.649999618530277
07-03-2014,18.944286346435547,3.950000047683716,18.60300064086914,69.16000366210938,183772.0,75.01000213623047,62.310001373291016,15.619999885559082,179.4263916015625,37.900001525878906,64.0528564453125,52.61000061035156,4.590000152587891,3.509999990463257,28.15999984741211
10-03-2014,18.961429595947266,3.809999942779541,18.526500701904297,69.45999908447266,186400.0,75.1500015258789,60.959999084472656,15.510000228881836,178.193115234375,37.81999969482422,62.84999847412109,51.93999862670898,4.522500038146973,3.470000028610229,26.8700008392334
11-03-2014,19.14607048034668,3.849999904632568,18.44099998474121,69.29000091552734,187101.0,74.36000061035156,61.77999877929688,15.300000190734863,178.54684448242188,38.02000045776367,62.49714279174805,51.52999877929688,4.567500114440918,3.430000066757202,26.549999237060547
12-03-2014,19.16464233398437,3.910000085830689,18.53199958801269,69.18000030517578,187750.0,74.19000244140625,62.040000915527344,15.399999618530272,178.0305938720703,38.27000045776367,62.36857223510742,52.15999984741211,4.579999923706055,3.390000104904175,27.350000381469727
13-03-2014,18.95178604125977,3.859999895095825,18.57550048828125,68.52999877929688,185750.0,72.7300033569336,60.70000076293945,15.18000030517578,175.8126220703125,37.88999938964844,61.43714141845703,52.13999938964844,4.434999942779541,3.369999885559082,26.350000381469727
14-03-2014,18.73892974853516,3.849999904632568,18.687000274658203,68.30000305175781,183860.0,72.19000244140625,61.58000183105469,15.079999923706056,174.1969451904297,37.70000076293945,60.64142990112305,53.88999938964844,4.454999923706055,3.440000057220459,26.399999618530277
17-03-2014,18.812143325805664,3.799999952316284,18.75200080871582,68.0999984741211,185050.0,73.83000183105469,61.970001220703125,15.279999732971191,177.6386260986328,38.04999923706055,60.38857269287109,54.18999862670898,4.454999923706055,3.4200000762939453,26.780000686645508
18-03-2014,18.97857093811035,3.890000104904175,18.938499450683597,68.30999755859375,184860.0,73.55000305175781,62.08000183105469,15.489999771118164,178.5946502685547,39.54999923706055,60.03571319580078,54.900001525878906,4.559999942779541,3.390000104904175,26.799999237060547
19-03-2014,18.97357177734375,3.9800000190734863,18.661500930786133,67.88999938964844,183860.0,73.11000061035156,61.93999862670898,15.479999542236328,176.58700561523438,39.27000045776367,60.01285552978516,53.41999816894531,4.639999866485596,3.400000095367432,26.6299991607666
20-03-2014,18.882143020629883,4.050000190734863,18.44849967956543,67.81999969482422,186540.0,74.27999877929688,62.41999816894531,15.550000190734863,179.63670349121094,40.33000183105469,60.61000061035156,52.95000076293945,4.642499923706055,3.359999895095825,26.559999465942383
21-03-2014,19.03107070922852,4.039999961853027,18.0310001373291,67.55000305175781,187850.0,75.4000015258789,61.06999969482422,15.470000267028809,178.46080017089844,40.15999984741211,57.99856948852539,53.77999877929688,4.635000228881836,3.3499999046325684,25.68000030517578
24-03-2014,19.256786346435547,4.050000190734863,17.592500686645508,67.26000213623047,186520.0,75.19999694824219,59.13999938964844,15.390000343322754,179.9713134765625,40.5,54.12857055664063,53.68000030517578,4.612500190734863,3.259999990463257,23.209999084472656
25-03-2014,19.46392822265625,4.050000190734863,17.73550033569336,67.7300033569336,186587.0,75.31999969482422,58.41999816894531,15.329999923706056,186.46270751953125,40.34000015258789,52.977142333984375,54.540000915527344,4.612500190734863,3.1700000762939453,23.5
26-03-2014,19.277856826782227,4.050000190734863,17.170499801635742,67.25,184540.0,74.95999908447266,62.09000015258789,15.25,184.14913940429688,39.790000915527344,53.18285751342773,54.54999923706055,4.507500171661377,3.1600000858306885,22.40999984741211
27-03-2014,19.19499969482422,3.910000085830689,16.923500061035156,67.41000366210938,185200.0,75.87999725341797,61.220001220703125,15.25,181.4818420410156,39.36000061035156,52.02571487426758,54.650001525878906,4.447500228881836,3.130000114440918,20.200000762939453
28-03-2014,19.17357063293457,3.880000114440918,16.914499282836914,68.43000030517578,185149.0,76.08999633789062,61.79999923706055,15.449999809265137,182.07456970214844,40.29999923706055,51.26714324951172,55.0,4.474999904632568,3.1600000858306885,21.020000457763672
31-03-2014,19.169286727905277,4.010000228881836,16.818500518798828,68.80000305175781,187350.0,77.16000366210938,62.209999084472656,15.600000381469728,184.0248565673828,40.9900016784668,50.290000915527344,54.95000076293945,4.477499961853027,3.200000047683716,22.96999931335449
01-04-2014,19.34464263916016,4.070000171661377,17.149499893188477,69.37999725341797,187213.0,76.77999877929688,63.900001525878906,16.31999969482422,185.9464569091797,41.41999816894531,52.09857177734375,54.810001373291016,4.662499904632568,3.240000009536743,22.61000061035156
02-04-2014,19.376785278320312,4.059999942779541,17.097999572753906,69.43000030517578,186759.0,77.1500015258789,64.06999969482422,16.459999084472656,185.03823852539065,41.34999847412109,51.84000015258789,55.06999969482422,4.632500171661377,3.3399999141693115,22.5
03-04-2014,19.24250030517578,4.0,16.680999755859375,69.80000305175781,186287.0,77.47000122070312,63.84999847412109,16.389999389648438,184.216064453125,41.0099983215332,50.66999816894531,55.2599983215332,4.682499885559082,3.2799999713897705,22.790000915527344
04-04-2014,18.99357032775879,4.010000228881836,16.149999618530273,69.22000122070312,185753.0,76.69999694824219,62.2400016784668,16.1299991607666,183.3365173339844,39.869998931884766,48.18714141845703,55.27999877929688,4.537499904632568,3.200000047683716,21.440000534057617
07-04-2014,18.695356369018555,3.880000114440918,15.887999534606934,67.37000274658203,184700.0,75.55000305175781,59.5099983215332,15.9399995803833,185.965576171875,39.79999923706055,48.28571319580078,53.93000030517578,4.552499771118164,3.119999885559082,21.01000022888184
08-04-2014,18.694286346435547,3.990000009536743,16.353500366210938,67.76000213623047,184640.0,75.68000030517578,59.66999816894531,16.100000381469727,184.7896728515625,39.81999969482422,49.8414306640625,54.22999954223633,4.715000152587891,3.069999933242798,21.100000381469727
09-04-2014,18.940000534057617,3.9800000190734863,16.590499877929688,67.91000366210938,185897.0,76.33999633789062,60.83000183105469,15.84000015258789,187.9923553466797,40.470001220703125,50.43285751342773,54.720001220703125,4.710000038146973,3.140000104904175,22.75
10-04-2014,18.695714950561523,3.849999904632568,15.85550022125244,63.720001220703125,183402.0,74.06999969482422,58.77999877929688,15.630000114440918,187.07456970214844,39.36000061035156,47.81856918334961,54.04999923706055,4.59499979019165,3.0999999046325684,22.549999237060547
11-04-2014,18.5575008392334,3.650000095367432,15.58650016784668,63.720001220703125,182759.0,74.04000091552734,57.4900016784668,15.630000114440918,186.6061248779297,39.209999084472656,46.67285537719727,54.810001373291016,4.53000020980835,3.1600000858306885,21.3700008392334
14-04-2014,18.63142967224121,3.7100000381469727,15.795499801635742,64.4000015258789,183212.0,74.05999755859375,57.88999938964844,15.699999809265137,189.0726623535156,39.18000030517578,47.36857223510742,54.380001068115234,4.579999923706055,3.130000114440918,21.0
15-04-2014,18.498571395874023,3.7899999618530273,15.803999900817873,64.29000091552734,185640.0,74.5199966430664,57.70000076293945,15.84000015258789,188.3556365966797,39.75,46.61000061035156,54.38999938964844,4.612500190734863,3.0899999141693115,21.209999084472656
16-04-2014,18.53607177734375,3.759999990463257,16.18400001525879,64.54000091552734,188900.0,75.16000366210938,58.97999954223633,16.06999969482422,187.76290893554688,40.400001525878906,47.34428787231445,54.709999084472656,4.622499942779541,3.1700000762939453,21.25
17-04-2014,18.74785614013672,3.690000057220459,16.245500564575195,63.70000076293945,190639.0,74.88999938964844,59.470001220703125,16.0,181.65391540527344,40.0099983215332,49.39142990112305,55.09999847412109,4.639999866485596,3.140000104904175,21.450000762939453
